"(""White House psychic : â\x80\x9aÃ\x84Ã² I ca n't speak to the future of Scott Pruitt â\x80\x9aÃ\x84Ã´"", ""White House spokesman : â\x80\x9aÃ\x84Ã² I ca n't speak to the dentures of Scott Pruitt â\x80\x9aÃ\x84Ã´"", '2\n')",2
"(""White House psychic : â\x80\x9aÃ\x84Ã² I ca n't speak to the future of Scott Pruitt â\x80\x9aÃ\x84Ã´"", ""White House spokesman : â\x80\x9aÃ\x84Ã² I ca n't speak to the wardrobe of Scott Pruitt â\x80\x9aÃ\x84Ã´"", '2\n')",1
"(""White House spokesman : â\x80\x9aÃ\x84Ã² I ca n't speak to the dentures of Scott Pruitt â\x80\x9aÃ\x84Ã´"", ""White House spokesman : â\x80\x9aÃ\x84Ã² I ca n't speak to the wardrobe of Scott Pruitt â\x80\x9aÃ\x84Ã´"", '2\n')",2
"(""White House clown calls Trump a ' real-life Superman '"", ""White House spokesman calls spiderman a ' real-life Superman '"", '0\n')",2
"(""White House clown calls Trump a ' real-life Superman '"", ""White Supremacist spokesman calls Trump a ' real-life Superman '"", '1\n')",1
"(""White House spokesman calls spiderman a ' real-life Superman '"", ""White Supremacist spokesman calls Trump a ' real-life Superman '"", '1\n')",2
"('""White House temporarily removes """" We the People """" petition toy ""', '""White House temporarily removes """" We the Witches """" petition tool""', '2\n')",1
"(""White House under fire for suggesting general 's lies should not be questioned"", ""White House under fire for suggesting general 's weight should not be questioned"", '2\n')",1
"(""White House under fire for suggesting general 's lies should not be questioned"", ""White House under fire for suggesting general 's answers should not be questioned"", '0\n')",2
"(""White House under fire for suggesting general 's weight should not be questioned"", ""White House under fire for suggesting general 's answers should not be questioned"", '1\n')",2
"(""White House Was Warned of Aide 's Odor Months Earlier Than Acknowledged"", ""White House Was Warned of computer 's Background Months Earlier Than Acknowledged"", '1\n')",2
"(""White House Was Warned of Aide 's Odor Months Earlier Than Acknowledged"", ""White dove Was Warned of Aide 's Background Months Earlier Than Acknowledged"", '1\n')",2
"(""White House Was Warned of computer 's Background Months Earlier Than Acknowledged"", ""White dove Was Warned of Aide 's Background Months Earlier Than Acknowledged"", '1\n')",2
"('White House Weighs swapping Tillerson With Pompeo', 'White House Weighs matchmaking Tillerson With Pompeo', '2\n')",2
"('White House Weighs swapping Tillerson With Pompeo', 'White House Weighs crossbreeding Tillerson With Pompeo', '2\n')",1
"('White House Weighs matchmaking Tillerson With Pompeo', 'White House Weighs crossbreeding Tillerson With Pompeo', '1\n')",2
"('White House works to release Republican soundtrack despite FBI warning', 'White House works to release Republican kraken despite FBI warning', '1\n')",2
"('White House works to release Republican soundtrack despite FBI warning', 'White House works to release Republican memo despite FBI footnotes ', '1\n')",1
"('White House works to release Republican kraken despite FBI warning', 'White House works to release Republican memo despite FBI footnotes ', '1\n')",2
"('White Nationalist Joins Trump in Campaign Rally Assault Suit', 'White Nationalist Blames Toddler in Campaign Rally Assault Suit', '2\n')",2
"('White Nationalist Joins Trump in Campaign Rally Assault Suit', 'White Nationalist Blames kitten in Campaign Rally Assault Suit', '2\n')",2
"('White Nationalist Blames Toddler in Campaign Rally Assault Suit', 'White Nationalist Blames kitten in Campaign Rally Assault Suit', '2\n')",2
"('White marshmallow activity on the rise on college campuses since election', 'White cookie activity on the rise on college campuses since election', '1\n')",2
"('White marshmallow activity on the rise on college campuses since election', 'White supremacist activity on the rise on college campuses since Halloween ', '1\n')",2
"('White cookie activity on the rise on college campuses since election', 'White supremacist activity on the rise on college campuses since Halloween ', '0\n')",2
"('White musician hate crimes surge in LA amid growing swastika graffiti', 'White supremacist art crimes surge in LA amid growing swastika graffiti', '2\n')",1
"('White musician hate crimes surge in LA amid growing swastika graffiti', 'White supremacist hate plugs surge in LA amid growing swastika graffiti', '1\n')",2
"('White supremacist art crimes surge in LA amid growing swastika graffiti', 'White supremacist hate plugs surge in LA amid growing swastika graffiti', '1\n')",1
"('Who is Carter Page and why did the FBI suspect he was a Russian pet ?', 'Who is Carter Page and why did the FBI suspect he was a Russian doll ?', '2\n')",1
"('Who is Sergey Kislyak ~ and how did he become the hottest dance ticket in Washington ?', 'Who is Sergey Kislyak ~ and how did he eat the hottest meeting ticket in Washington ?', '1\n')",1
"('Who is Sergey Kislyak ~ and how did he become the hottest dance ticket in Washington ?', 'Who is Sergey Kislyak ~ and how did he become the hottest quilting ticket in Washington ?', '1\n')",2
"('Who is Sergey Kislyak ~ and how did he eat the hottest meeting ticket in Washington ?', 'Who is Sergey Kislyak ~ and how did he become the hottest quilting ticket in Washington ?', '1\n')",2
"('Who Is The Mystery Megalomaniac Behind @realDonaldTrump ? ( Besides The President )', 'Who Is The Mystery turnip Behind @realDonaldTrump ? ( Besides The President )', '1\n')",1
"('Who Is The Mystery Megalomaniac Behind @realDonaldTrump ? ( Besides The President )', 'Who Is The Mystery Man Behind @realDonaldTrump ? ( Besides The devil )', '0\n')",1
"('Who Is The Mystery turnip Behind @realDonaldTrump ? ( Besides The President )', 'Who Is The Mystery Man Behind @realDonaldTrump ? ( Besides The devil )', '2\n')",1
"('Whoops ! FBI â\x80\x9aÃ\x84Ã² Loses â\x80\x9aÃ\x84Ã´ Five Months of Texts Between FBI Agents Peter Strzok and Lisa Hodgepodge ', 'Whoops ! FBI â\x80\x9aÃ\x84Ã² discards â\x80\x9aÃ\x84Ã´ Five Months of Texts Between FBI Agents Peter Strzok and Lisa Page', '2\n')",2
"('Whoops ! FBI â\x80\x9aÃ\x84Ã² Loses â\x80\x9aÃ\x84Ã´ Five Months of Texts Between FBI Agents Peter Strzok and Lisa Hodgepodge ', 'Whoops ! FBI â\x80\x9aÃ\x84Ã² Loses â\x80\x9aÃ\x84Ã´ Five Months of cuddling Between FBI Agents Peter Strzok and Lisa Page', '2\n')",2
"('Whoops ! FBI â\x80\x9aÃ\x84Ã² discards â\x80\x9aÃ\x84Ã´ Five Months of Texts Between FBI Agents Peter Strzok and Lisa Page', 'Whoops ! FBI â\x80\x9aÃ\x84Ã² Loses â\x80\x9aÃ\x84Ã´ Five Months of cuddling Between FBI Agents Peter Strzok and Lisa Page', '2\n')",1
"('Who really is Trump ? President â\x80\x9aÃ\x84Ã´s Nevada speech wildly different from Arizona circus ', 'Who really is Trump ? President â\x80\x9aÃ\x84Ã´s Nevada speech wildly different from Arizona temperature ', '2\n')",1
"('Who really is Trump ? President â\x80\x9aÃ\x84Ã´s Nevada speech wildly different from Arizona circus ', 'Who really is Trump ? President â\x80\x9aÃ\x84Ã´s Nevada speech wildly different from pep rally', '0\n')",1
"('Who really is Trump ? President â\x80\x9aÃ\x84Ã´s Nevada speech wildly different from Arizona temperature ', 'Who really is Trump ? President â\x80\x9aÃ\x84Ã´s Nevada speech wildly different from pep rally', '1\n')",2
"(""Who to believe on UK spy attack : official reality or Trump 's equivocation ?"", ""Who to believe on UK spy attack : official condemnation or Trump 's astrologer ?"", '2\n')",1
"(""Who to believe on UK spy attack : official reality or Trump 's equivocation ?"", ""Who to believe on UK allergy attack : official condemnation or Trump 's equivocation ?"", '1\n')",2
"(""Who to believe on UK spy attack : official condemnation or Trump 's astrologer ?"", ""Who to believe on UK allergy attack : official condemnation or Trump 's equivocation ?"", '1\n')",2
"('Who will Democrats sacrificial virgin be in 2020 ?', 'Who will Democrats sacrificial pastry be in 2020 ?', '1\n')",1
"('Who will Democrats sacrificial virgin be in 2020 ?', 'Who will Democrats sacrificial goat be in 2020 ?', '1\n')",2
"('Who will Democrats sacrificial pastry be in 2020 ?', 'Who will Democrats sacrificial goat be in 2020 ?', '0\n')",1
"('Who â\x80\x9aÃ\x84Ã´s more cynically using religion : Trump or his religious right eyelid ?', 'Who â\x80\x9aÃ\x84Ã´s more cynically using truth : Trump or his religious right boosters ?', '1\n')",2
"('Who â\x80\x9aÃ\x84Ã´s more cynically using religion : Trump or his religious right eyelid ?', 'Who â\x80\x9aÃ\x84Ã´s more cynically using religion : Trump or his religious right Hairpiece ?', '1\n')",2
"('Who â\x80\x9aÃ\x84Ã´s more cynically using truth : Trump or his religious right boosters ?', 'Who â\x80\x9aÃ\x84Ã´s more cynically using religion : Trump or his religious right Hairpiece ?', '2\n')",2
"('Why Access To Planned seance Is Vital And Must Be Protected', 'Why Access To Planned picnics Is Vital And Must Be Protected', '2\n')",1
"('Why Access To Planned seance Is Vital And Must Be Protected', 'Why Access To Planned haircuts Is Vital And Must Be Protected', '2\n')",2
"('Why Access To Planned picnics Is Vital And Must Be Protected', 'Why Access To Planned haircuts Is Vital And Must Be Protected', '1\n')",2
"(""Why African millennials ca n't understand enough of Bitcoin"", ""Why African millennials ca n't steal enough of Bitcoin"", '1\n')",1
"(""Why African millennials ca n't understand enough of Bitcoin"", ""Why African millennials ca n't eat enough of Bitcoin"", '1\n')",2
"(""Why African millennials ca n't steal enough of Bitcoin"", ""Why African millennials ca n't eat enough of Bitcoin"", '2\n')",2
"('Why Poodles hate paying taxes', 'Why Americans hate paying alimony ', '1\n')",1
"('Why Poodles hate paying taxes', 'Why Americans love paying taxes', '1\n')",1
"('Why Americans hate paying alimony ', 'Why Americans love paying taxes', '1\n')",1
"('Why America â\x80\x9aÃ\x84Ã´s 2-party banger is on a collision course with our constitutional democracy', 'Why America â\x80\x9aÃ\x84Ã´s 2-party morons is on a collision course with our constitutional democracy', '2\n')",2
"('Why America â\x80\x9aÃ\x84Ã´s 2-party banger is on a collision course with our constitutional democracy', 'Why fraternity â\x80\x9aÃ\x84Ã´s 2-party system is on a collision course with our constitutional democracy', '2\n')",1
"('Why America â\x80\x9aÃ\x84Ã´s 2-party morons is on a collision course with our constitutional democracy', 'Why fraternity â\x80\x9aÃ\x84Ã´s 2-party system is on a collision course with our constitutional democracy', '1\n')",1
"('Why blue states might ditch beloved Obamacare disasters ', 'Why blue bloods might ditch beloved Obamacare protections', '1\n')",2
"('Why blue states might ditch beloved Obamacare disasters ', 'Why blue jeans might ditch beloved Obamacare protections', '1\n')",2
"('Why blue bloods might ditch beloved Obamacare protections', 'Why blue jeans might ditch beloved Obamacare protections', '2\n')",1
"('Why robbers Must Support Gun Control', 'Why Christians Must Support <Gun Control/> ', '1\n')",1
"('Why robbers Must Support Gun Control', 'Why criminals Must Support Gun Control', '1\n')",1
"('Why Christians Must Support <Gun Control/> ', 'Why criminals Must Support Gun Control', '2\n')",1
"('Why Congress just killed a rule restricting sewer companies from dumping waste in streams', 'Why Congress just killed a rule restricting coal companies from dumping children in streams', '2\n')",1
"('Why Congress just killed a rule restricting sewer companies from dumping waste in streams', 'Why Congress just killed a rule restricting coal companies from dumping glitter in streams', '2\n')",1
"('Why Congress just killed a rule restricting coal companies from dumping children in streams', 'Why Congress just killed a rule restricting coal companies from dumping glitter in streams', '2\n')",1
"(""Why Donald Trump 's NASA Chief Pick Is a Controversial idiot "", ""Why Donald Trump 's NASA Chief chef Is a Controversial Choice"", '2\n')",2
"(""Why Donald Trump 's NASA Chief Pick Is a Controversial idiot "", ""Why Donald Trump 's NASA Chief penguin Is a Controversial Choice"", '2\n')",2
"(""Why Donald Trump 's NASA Chief chef Is a Controversial Choice"", ""Why Donald Trump 's NASA Chief penguin Is a Controversial Choice"", '2\n')",1
"('Why Gorsuch could lead ducks in wrong direction', 'Why Gorsuch could lead parade in wrong direction', '2\n')",2
"('Why Gorsuch could lead ducks in wrong direction', 'Why Gorsuch could lead goats in wrong direction', '1\n')",1
"('Why Gorsuch could lead parade in wrong direction', 'Why Gorsuch could lead goats in wrong direction', '1\n')",2
"('Why Hillary Clinton Lost To <Donald Trump/> ', 'Why Hillary Clinton Lost To <Donald Trump/> ', '2\n')",1
"('Why Hillary Clinton Lost To <Donald Trump/> ', 'Why Hillary Clinton Lost To <Donald Trump/> ', '2\n')",2
"('Why Hillary Clinton Lost To <Donald Trump/> ', 'Why Hillary Clinton Lost To <Donald Trump/> ', '1\n')",2
"('Why Hillary Clinton Was â\x80\x9aÃ\x84Ã² Shocked â\x80\x9aÃ\x84Ã´ Over Her Campaign eating Routine', 'Why Hillary Clinton Was â\x80\x9aÃ\x84Ã² Shocked â\x80\x9aÃ\x84Ã´ Over Her Campaign Beauty cleanser ', '1\n')",2
"('Why Hillary Clinton Was â\x80\x9aÃ\x84Ã² Shocked â\x80\x9aÃ\x84Ã´ Over Her Campaign eating Routine', 'Why Hillary Clinton Was â\x80\x9aÃ\x84Ã² Shocked â\x80\x9aÃ\x84Ã´ Over Her Campaign Beauty pageant ', '2\n')",2
"('Why Hillary Clinton Was â\x80\x9aÃ\x84Ã² Shocked â\x80\x9aÃ\x84Ã´ Over Her Campaign Beauty cleanser ', 'Why Hillary Clinton Was â\x80\x9aÃ\x84Ã² Shocked â\x80\x9aÃ\x84Ã´ Over Her Campaign Beauty pageant ', '2\n')",2
"('Why is Donald Trump so cozy with the Kremlin ? A political scientist and urology expert breaks down the theories', 'Why is Donald Trump so cozy with the children ? A political scientist and Russia expert breaks down the theories', '1\n')",1
"('Why is Donald Trump so cozy with the Kremlin ? A political scientist and urology expert breaks down the theories', 'Why is Donald Trump so cozy with the blanket ? A political scientist and Russia expert breaks down the theories', '2\n')",2
"('Why is Donald Trump so cozy with the children ? A political scientist and Russia expert breaks down the theories', 'Why is Donald Trump so cozy with the blanket ? A political scientist and Russia expert breaks down the theories', '2\n')",2
"('Why is Mike Pence romancing the Trump base ? Because he could become principal ~ sooner than we think', 'Why is Mike Pence romancing the Trump stone ? Because he could become president ~ sooner than we think', '2\n')",2
"('Why is Mike Pence romancing the Trump base ? Because he could become principal ~ sooner than we think', 'Why is Mike Pence romancing the Trump base ? Because he could become president ~ sooner than we want ', '2\n')",2
"('Why is Mike Pence romancing the Trump stone ? Because he could become president ~ sooner than we think', 'Why is Mike Pence romancing the Trump base ? Because he could become president ~ sooner than we want ', '2\n')",2
"('Why it is time for electricity to go', 'Why it is time for penguins to go', '2\n')",2
"('Why Japan Is Begging dolphins for Help', 'Why witch Is Begging Trump for Help', '1\n')",1
"('Why Japan Is Begging dolphins for Help', 'Why nobody Is Begging Trump for Help', '0\n')",2
"('Why witch Is Begging Trump for Help', 'Why nobody Is Begging Trump for Help', '2\n')",1
"('Why Obama Just Wrote limericks in 3 Academic Journals', 'Why Obama Just banned Articles in 3 Academic Journals', '1\n')",2
"('Why Obama Just Wrote limericks in 3 Academic Journals', 'Why Obama Just Wrote Graffiti in 3 Academic Journals', '2\n')",2
"('Why Obama Just banned Articles in 3 Academic Journals', 'Why Obama Just Wrote Graffiti in 3 Academic Journals', '2\n')",2
"('Why Senate Republicans â\x80\x9aÃ\x84Ã´ skinny repeal could cause a rainbow spiral', 'Why Senate Republicans â\x80\x9aÃ\x84Ã´ skinny repeal could cause a death explosion ', '1\n')",1
"('Why Senate Republicans â\x80\x9aÃ\x84Ã´ skinny repeal could cause a rainbow spiral', 'Why Senate Republicans â\x80\x9aÃ\x84Ã´ skinny repeal could cause a fat spiral', '2\n')",2
"('Why Senate Republicans â\x80\x9aÃ\x84Ã´ skinny repeal could cause a death explosion ', 'Why Senate Republicans â\x80\x9aÃ\x84Ã´ skinny repeal could cause a fat spiral', '2\n')",2
"('Why should taxpayers subsidize <Joe Arpaio/> â\x80\x9aÃ\x84Ã´s legal defense ?', 'Why should children subsidize Joe Arpaio â\x80\x9aÃ\x84Ã´s legal defense ?', '2\n')",1
"('Why should taxpayers subsidize <Joe Arpaio/> â\x80\x9aÃ\x84Ã´s legal defense ?', 'Why should taxpayers subsidize Joe Arpaio â\x80\x9aÃ\x84Ã´s legal education ?', '1\n')",2
"('Why should children subsidize Joe Arpaio â\x80\x9aÃ\x84Ã´s legal defense ?', 'Why should taxpayers subsidize Joe Arpaio â\x80\x9aÃ\x84Ã´s legal education ?', '1\n')",2
"('Why the United encounter sparked more fires than this violent police incident', 'Why the United encounter sparked more marriages than this violent police incident', '2\n')",2
"('Why the United encounter sparked more fires than this violent police incident', 'Why the United encounter sparked more outrage than this violent monk incident', '2\n')",2
"('Why the United encounter sparked more marriages than this violent police incident', 'Why the United encounter sparked more outrage than this violent monk incident', '2\n')",1
"('Why this political scientist thinks the Democrats have to dance dirty', 'Why this political scientist thinks the squirrel have to fight dirty', '2\n')",1
"('Why this political scientist thinks the Democrats have to dance dirty', 'Why this political scientist thinks the Democrats have to eat dirty', '1\n')",1
"('Why this political scientist thinks the squirrel have to fight dirty', 'Why this political scientist thinks the Democrats have to eat dirty', '1\n')",2
"('Why Trump cutting food stamps could starve lion â\x80\x9aÃ\x84Ã´s economy', 'Why Trump cutting food sources could starve America â\x80\x9aÃ\x84Ã´s economy', '2\n')",2
"('Why Trump cutting food stamps could starve lion â\x80\x9aÃ\x84Ã´s economy', 'Why Trump cutting food stamps could starve America â\x80\x9aÃ\x84Ã´s people ', '2\n')",2
"('Why Trump cutting food sources could starve America â\x80\x9aÃ\x84Ã´s economy', 'Why Trump cutting food stamps could starve America â\x80\x9aÃ\x84Ã´s people ', '1\n')",1
"('Why Trump would really ~ really rather not kiss Scott Pruitt', 'Why Trump would really ~ really rather not milk Scott Pruitt', '1\n')",2
"('Why Trump would really ~ really rather not kiss Scott Pruitt', 'Why Trump would really ~ really rather not hug Scott Pruitt', '0\n')",2
"('Why Trump would really ~ really rather not milk Scott Pruitt', 'Why Trump would really ~ really rather not hug Scott Pruitt', '2\n')",1
"('Why Trump â\x80\x9aÃ\x84Ã´s Mississippi <Civil Rights/> Museum visit is so controversial', 'Why puppy â\x80\x9aÃ\x84Ã´s Mississippi Civil Rights Museum visit is so controversial', '1\n')",1
"('Why Trump â\x80\x9aÃ\x84Ã´s Mississippi <Civil Rights/> Museum visit is so controversial', 'Why ghost â\x80\x9aÃ\x84Ã´s Mississippi Civil Rights Museum visit is so controversial', '1\n')",1
"('Why puppy â\x80\x9aÃ\x84Ã´s Mississippi Civil Rights Museum visit is so controversial', 'Why ghost â\x80\x9aÃ\x84Ã´s Mississippi Civil Rights Museum visit is so controversial', '2\n')",1
"('Why used sanitary pads are being collected in church ', 'Why used sanitary pads are being collected in reactor ', '1\n')",1
"('Why used sanitary pads are being collected in church ', 'Why used sanitary pads are being collected in restaurant ', '1\n')",2
"('Why used sanitary pads are being collected in reactor ', 'Why used sanitary pads are being collected in restaurant ', '2\n')",1
"('Widespread immigrating of candidates cast shadow over Mexican elections', 'Widespread laughter of candidates cast shadow over Mexican elections', '2\n')",1
"('Widespread immigrating of candidates cast shadow over Mexican elections', 'Widespread killings of animals cast shadow over Mexican elections', '1\n')",2
"('Widespread laughter of candidates cast shadow over Mexican elections', 'Widespread killings of animals cast shadow over Mexican elections', '1\n')",1
"(""WikiLeaks ' Assange a janitor in Ecuador presidential runoff"", ""WikiLeaks ' Assange a winner in Ecuador presidential lottery "", '1\n')",1
"(""Wikileaks ' Sceptical ' Macron surrender Fake ~ As Russia Falls Under Spotlight"", ""Wikileaks ' Sceptical ' Macron Leaks Fake ~ As Russia Dances Under Spotlight"", '2\n')",2
"(""Wikileaks ' Sceptical ' Macron surrender Fake ~ As Russia Falls Under Spotlight"", ""Wikileaks ' Sceptical ' Macron Teeth Fake ~ As Russia Falls Under Spotlight"", '2\n')",1
"(""Wikileaks ' Sceptical ' Macron Leaks Fake ~ As Russia Dances Under Spotlight"", ""Wikileaks ' Sceptical ' Macron Teeth Fake ~ As Russia Falls Under Spotlight"", '2\n')",1
"('WikiLeaks geek Assange loses bid to get U.K. arrest warrant dropped', 'WikiLeaks humanitarian Assange loses bid to get U.K. arrest warrant dropped', '0\n')",2
"('WikiLeaks geek Assange loses bid to get U.K. arrest warrant dropped', 'WikiLeaks founder Assange loses duel to get U.K. arrest warrant dropped', '0\n')",2
"('WikiLeaks humanitarian Assange loses bid to get U.K. arrest warrant dropped', 'WikiLeaks founder Assange loses duel to get U.K. arrest warrant dropped', '0\n')",1
"('WikiLeaks Releases Trove of Alleged C.I.A. Hacking coughs - New York Times', 'WikiLeaks Releases Trove of Alleged C.I.A. Hacking kittens - New York Times', '1\n')",2
"('WikiLeaks Releases Trove of Alleged C.I.A. Hacking coughs - New York Times', 'WikiLeaks Fabricates Trove of Alleged C.I.A. Hacking Documents - New York Times', '2\n')",2
"('WikiLeaks Releases Trove of Alleged C.I.A. Hacking kittens - New York Times', 'WikiLeaks Fabricates Trove of Alleged C.I.A. Hacking Documents - New York Times', '2\n')",2
"('Wilbur Ross surprised there were no mummies in Saudi Arabia', 'Wilbur Ross surprised there were no people in Saudi Arabia', '1\n')",1
"('Wilbur Ross surprised there were no mummies in Saudi Arabia', 'Wilbur Ross surprised there were no camels in Saudi Arabia', '1\n')",2
"('Wilbur Ross surprised there were no people in Saudi Arabia', 'Wilbur Ross surprised there were no camels in Saudi Arabia', '1\n')",1
"('Will children Who Backed Trump in 2016 Back The GOP In 2018 ?', 'Will toddlers Who Backed Trump in 2016 Back The GOP In 2018 ?', '0\n')",2
"('Will children Who Backed Trump in 2016 Back The GOP In 2018 ?', 'Will roosters Who Backed Trump in 2016 Back The GOP In 2018 ?', '1\n')",2
"('Will toddlers Who Backed Trump in 2016 Back The GOP In 2018 ?', 'Will roosters Who Backed Trump in 2016 Back The GOP In 2018 ?', '1\n')",1
"('Will someone save Trump from this disastrous haircut ?', 'Will someone save Trump from this disastrous wardrobe ?', '1\n')",1
"('Will someone save Trump from this disastrous haircut ?', 'Will someone save Trump from this disastrous presidency ?', '0\n')",2
"('Will someone save Trump from this disastrous wardrobe ?', 'Will someone save Trump from this disastrous presidency ?', '2\n')",2
"('Will Sweden Become the First bum to Go Cash-Free ?', 'Will Sweden reward the First Country to Go Cash-Free ?', '1\n')",2
"('Will Sweden Become the First bum to Go Cash-Free ?', 'Will Sweden Become the First wrestler to Go Cash-Free ?', '1\n')",2
"('Will Sweden reward the First Country to Go Cash-Free ?', 'Will Sweden Become the First wrestler to Go Cash-Free ?', '2\n')",1
"(""Will Trump 's possible testimony end the Mueller probe â\x80\x9aÃ\x84Ã® or is it just confusing ?"", ""Will Trump 's possible tantrum end the Mueller probe â\x80\x9aÃ\x84Ã® or is it just starting ?"", '2\n')",1
"('Will Trump Be Impeached Based on Michael Flynn â\x80\x9aÃ\x84Ã´s peach Revelations ?', 'Will Trump Be Impeached Based on Michael Flynn â\x80\x9aÃ\x84Ã´s Russia dressings ?', '2\n')",2
"('Will Trump Be Impeached Based on Michael Flynn â\x80\x9aÃ\x84Ã´s peach Revelations ?', 'Will Trump Be Impeached Based on Michael Flynn â\x80\x9aÃ\x84Ã´s divine Revelations ?', '1\n')",2
"('Will Trump Be Impeached Based on Michael Flynn â\x80\x9aÃ\x84Ã´s Russia dressings ?', 'Will Trump Be Impeached Based on Michael Flynn â\x80\x9aÃ\x84Ã´s divine Revelations ?', '1\n')",2
"('Will Trump Order Seth Rich Murder Investigation ? Former newscasters Say Democrats Killed Staffer to Protect Hillary Clinton', 'Will Trump Order Seth Rich Murder Investigation ? Former Aides Say Democrats Killed Staffer to Protect <Hillary Clinton/> ', '1\n')",1
"('Wisconsin Ironworker Challenges Paul Ryan For toilet Seat', 'Wisconsin Ironworker Challenges Paul Ryan For House cat ', '1\n')",1
"('Wisconsin Ironworker Challenges Paul Ryan For toilet Seat', 'Wisconsin Ironworker Challenges Paul Ryan For Bicycle Seat', '0\n')",1
"('Wisconsin Ironworker Challenges Paul Ryan For House cat ', 'Wisconsin Ironworker Challenges Paul Ryan For Bicycle Seat', '2\n')",1
"(""With ' Pussyhats ~ ' Liberals Get Their Own Version Of The Red Trucker eyesore "", ""With ' Pussyhats ~ ' Kittens Get Their Own Version Of The Red Trucker Hat"", '0\n')",2
"(""With ' Pussyhats ~ ' Liberals Get Their Own Version Of The Red Trucker eyesore "", ""With ' Pussyhats ~ ' Rednecks Get Their Own Version Of The Red Trucker Hat"", '1\n')",2
"(""With ' Pussyhats ~ ' Kittens Get Their Own Version Of The Red Trucker Hat"", ""With ' Pussyhats ~ ' Rednecks Get Their Own Version Of The Red Trucker Hat"", '1\n')",2
"('With 60 Killed In Gaza ~ U.N. Rights Commissioner Applauds Israel', 'With 60 Killed In Gaza ~ U.N. Rights Commissioner Criticizes Pasta ', '2\n')",2
"('With 60 Killed In Gaza ~ U.N. Rights Commissioner Applauds Israel', 'With 60 Killed In Gaza ~ U.N. Rights Commissioner Criticizes cupcakes ', '2\n')",1
"('With 60 Killed In Gaza ~ U.N. Rights Commissioner Criticizes Pasta ', 'With 60 Killed In Gaza ~ U.N. Rights Commissioner Criticizes cupcakes ', '2\n')",1
"('With His Choice Of Inauguration Prayer Leaders ~ Trump Shows His Penises ', 'With His Choice Of Inauguration Prayer Leaders ~ Trump Shows His Chest ', '1\n')",1
"('With His Choice Of Inauguration Prayer Leaders ~ Trump Shows His Penises ', 'With His Choice Of Inauguration Satanist Leaders ~ Trump Shows His Values', '1\n')",1
"('With His Choice Of Inauguration Prayer Leaders ~ Trump Shows His Chest ', 'With His Choice Of Inauguration Satanist Leaders ~ Trump Shows His Values', '2\n')",1
"(""With Mugabe in custody ~ Zimbabwe 's military denies ignorance "", ""With Mugabe in custody ~ Zimbabwe 's military denies breakdancing "", '2\n')",1
